testID, questionID, MC, POINTS, CORRECT, gptRATE, gptTOPIC,,,,,,,,,,,,,
16-11-19-A, Q1,,2,1,[2,3,5,1,5,1,5,2,3,2, 2], [Exponents, Arithmetic Operations],,
16-11-19-A, Q2,,2,1,[2,3,5,1,5,1,5,2,3,2, 2], [Set Theory, Union of Sets],,
16-11-19-A, Q3,,2,1,[2,3,5,1,5,1,5,2,3,2, 2], [Logarithms, Properties of Logarithms],,
16-11-19-A, Q4,,3,1,[3,3,5,2,5,2,5,3,4,3, 3], [Probability, Set Theory, Complementary Events],
16-11-19-A, Q5,,3,1,[3,4,5,2,5,2,5,4,3,3, 3], [Geometric Sequences, Algebra],,
16-11-19-A, Q6,,3,1,[3,4,5,2,5,2,5,3,3,3, 3], [Functions, Inverse Functions],,
16-11-19-A, Q7,,3,1,[3,4,5,2,5,2,5,3,3,3, 3], [Absolute Value Inequalities, Set Theory],,
16-11-19-A, Q8,,3,1,[3,4,5,2,5,2,5,3,3,3, 3], [Limits, Piecewise Functions],,
16-11-19-A, Q9,,3,1,[3,3,5,2,5,2,5,3,3,3, 4], [Calculus, Definite Integrals],,
16-11-19-A, Q10,,3,1,[3,4,5,2,5,2,5,3,3,3, 3], [Functions, Symmetry, Transformations],
16-11-19-A, Q11,,3,1,[3,3,5,2,5,2,5,3,3,3, 3], [Probability, Combinatorics, Binomial Distribution],
16-11-19-A, Q12,,3,1,[3,3,5,2,5,2,5,3,3,3, 4], [Calculus, Velocity, Distance Traveled],
16-11-19-A, Q13,,3,1,[3,4,5,2,5,2,5,3,3,3, 3], [Probability, Set Theory, Conditional Probability],
16-11-19-A, Q14,,4,1,[4,5,5,3,5,3,5,4,4,4, 4], [Piecewise Functions, Continuity, Algebra],
16-11-19-A, Q15,,4,1,[4,4,5,3,5,3,5,4,4,4, 4], [Arithmetic Sequences, Algebra, Equations],
16-11-19-A, Q16,,4,1,[4,4,5,3,5,3,5,4,4,4, 5], [Statistics, Confidence Intervals, Normal Distribution],
16-11-19-A, Q17,,4,1,[5,5,5,4,5,4,5,5,4,4, 5], [Geometry, Convergence, Infinite Series],
16-11-19-A, Q18,,4,1,[5,5,5,3,5,3,5,4,4,4, 4], [Quadratic Functions, Limits, Algebra],
16-11-19-A, Q19,,4,1,[5,5,5,4,5,3,5,4,4,4, 5], [Combinatorics, Probability, Expected Value],
16-11-19-A, Q20,,4,1,[5,5,5,4,5,3,5,4,4,4, 4], [Calculus, Critical Points, Integrals, Properties of Functions]
16-11-19-A, Q21,,4,1,[5,5,5,4,5,4,5,4,4,4, 5], [Piecewise Functions, Geometry, Lattice Points, Sum Calculations]
16-11-19-A, Q22,,3,1,[2,2,4,1,5,2,5,2,3,3, 2], [Permutations, Combinations, Basic Arithmetic],
16-11-19-A, Q23,,3,1,[2,3,4,1,5,2,5,2,3,3, 3], [Calculus, Derivatives, Polynomial Functions],
16-11-19-A, Q24,,3,1,[3,3,4,2,5,2,5,3,3,3, 3], [Set Theory, Complement of a Set, Basic Algebra],
16-11-19-A, Q25,,3,1,[3,3,4,2,5,3,5,3,3,3, 3], [Functions, Sequences, Summation],
16-11-19-A, Q26,,4,1,[4,4,5,3,5,3,5,4,4,4, 4], [Calculus, Derivatives, Geometry of Curves],
16-11-19-A, Q27,,4,1,[4,4,5,3,5,3,5,4,4,4, 4], [Combinatorics, Number Theory, Integer Solutions],
16-11-19-A, Q28,,4,1,[4,5,5,4,5,4,5,4,4,4, 4], [Limits, Exponential and Radical Functions, Sequences],
16-11-19-A, Q29,,4,1,[4,5,5,4,5,4,5,4,5,4, 4], [Normal Distribution, Probability Density, Standard Scores],
16-11-19-A, Q30,,4,1,[5,5,5,4,5,5,5,4,5,4, 5], [Inverse Functions, Differentiation, Polynomial Equations, Maximum and Minimum Values]
