testID, questionID, MC, POINTS, CORRECT, gptRATE, gptTOPIC,,,,,,,,,,,,,
20-12-04-B, Q1,,2,1,[2,3,5,2,5,3,5,3,4,3, 2], [Exponents, Fractional Powers, Arithmetic Operations]  ,
20-12-04-B, Q2,,2,1,[3,4,5,2,5,3,5,4,4,3, 3], [Geometric Sequences, Sequences and Series]  ,,
20-12-04-B, Q3,,2,1,[4,5,5,3,5,4,5,4,4,3, 4], [Limits, Rational Functions]  ,,
20-12-04-B, Q4,,3,1,[2,2,5,2,5,2,5,3,2,3, 3], [Trigonometric Functions, Maximum and Minimum Values]  ,,
20-12-04-B, Q5,,3,0,[4,4,5,3,5,3,5,3,4,4, 3], [Probability, Conditional Probability, Independence of Events]  ,
20-12-04-B, Q6,,3,1,[3,3,5,2,5,3,5,4,3,3, 3], [Differentiation, Polynomial Functions]  ,,
20-12-04-B, Q7,,3,1,[4,4,5,3,5,4,5,3,4,4, 3], [Inequalities, Exponential Functions]  ,,
20-12-04-B, Q8,,3,1,[3,3,5,3,5,3,5,4,3,3, 3], [Probability, Multiplication Rule, Dice Probability]  ,
20-12-04-B, Q9,,3,1,[4,4,5,3,5,4,5,4,4,4, 4], [Tangent Lines, Derivatives, Curve Analysis, Linear Functions]  
20-12-04-B, Q10,,3,1,[2,2,5,2,5,2,5,2,2,2, 2], [Sequences, Summation, Arithmetic Operations]  ,
20-12-04-B, Q11,,3,1,[3,3,5,3,5,3,5,3,3,4, 3], [Normal Distribution, Expected Value, Standard Deviation, Sampling Distribution]  
20-12-04-B, Q12,,3,1,[4,4,5,3,5,4,5,4,4,4, 4], [Sequences, Summation, Recursive Relations]  ,
20-12-04-B, Q13,,3,0,[3,4,5,3,5,4,5,3,4,4, 3], [Functions, Set Theory, Inequalities]  ,
20-12-04-B, Q14,,4,1,[4,4,5,3,5,3,5,4,4,4, 4], [Velocity, Integration, Motion]  ,
20-12-04-B, Q15,,4,1,[4,4,5,3,5,4,5,4,3,4, 4], [Permutations, Combinations, Circular Arrangements]  ,
20-12-04-B, Q16,,4,1,[4,4,5,3,5,4,5,4,4,4, 4], [Trigonometric Equations, Sine and Cosine Functions]  ,,
20-12-04-B, Q17,,4,0,[5,5,5,3,5,4,5,4,4,4, 4], [Limits, Derivatives, Polynomial Functions]  ,
20-12-04-B, Q18,,4,0,[4,4,5,3,5,4,5,4,4,4, 3], [Logarithmic Functions, Geometry, Coordinate Geometry]  ,
20-12-04-B, Q19,,4,0,[5,5,5,3,5,4,5,4,4,4, 4], [Probability, Normal Distribution, Standard Normal Distribution]  ,
20-12-04-B, Q20,,4,0,[5,5,5,3,5,4,5,4,4,4, 4], [Calculus, Derivatives, Integration, Function Analysis]  
20-12-04-B, Q21,,4,0,[5,5,5,3,5,4,5,4,4,4, 4], [Sequences, Recursion, Function Evaluation]  ,
20-12-04-B, Q22,,3,1,[2,2,5,2,5,2,5,2,2,2, 2], [Binomial Expansion]  ,,,
20-12-04-B, Q23,,3,1,[3,3,5,2,5,3,5,4,3,3, 3], [Derivatives, Integration, Function Evaluation]  ,
20-12-04-B, Q24,,3,1,[2,2,5,2,5,2,5,2,2,2, 2], [Logarithmic Properties, Arithmetic Operations]  ,,
20-12-04-B, Q25,,3,1,[4,4,5,3,5,4,5,4,4,4, 4], [Polynomial Functions, Intersections, Solving Equations]  ,
20-12-04-B, Q26,,4,0,[5,5,5,3,5,4,5,4,4,4, 4], [Piecewise Functions, Continuity, Solving Equations]  ,
20-12-04-B, Q27,,4,1,[4,4,5,3,5,4,5,4,4,4, 4], [Integration, Area Under a Curve, Polynomial Functions]  ,
20-12-04-B, Q28,,4,1,[4,4,5,3,5,4,5,4,4,4, 4], [Geometry, Trigonometry, Circumradius, Triangle Properties]  
20-12-04-B, Q29,,4,0,[4,4,5,3,5,4,5,3,4,4, 4], [Probability, Combinatorics, Random Variables, Dice Rolls]  
20-12-04-B, Q30,,4,1,[5,5,5,3,5,4,5,4,4,4, 4], [Piecewise Functions, Continuity, Differentiability, Polynomial Functions]
